Gene,GO Terms
SLC25A6,GO:0006915 GO:0140021 GO:1990544 GO:1901029
FCRL3,GO:0002638 GO:0007338 GO:0030890 GO:0034163 GO:0043410 GO:0045577 GO:0050859 GO:0050864 GO:0090279 GO:1905184 GO:0007166
SPIN2B,GO:0006915 GO:0007049 GO:0007276 GO:0006355
KCNRG,GO:0051260 GO:1902260
TLE2,GO:0007165 GO:0009887 GO:0016055 GO:0045892 GO:0090090
S100A14,GO:0006915 GO:0032496 GO:0034142 GO:0042742 GO:0055074 GO:0071624 GO:0090026
EPX,GO:0002215 GO:0006979 GO:0010936 GO:0032693 GO:0032714 GO:0032753 GO:0042744 GO:0072677 GO:0098869 GO:0042742
NEXMIF,GO:0007399 GO:2001223 GO:0001953 GO:2000048 GO:0033629
MRPL19,GO:0032543
CASTOR1,GO:1903577 GO:1904262 GO:1904263
DEFA5,GO:0031640 GO:0032757 GO:0044364 GO:0045087 GO:0050829 GO:0050830 GO:0050832 GO:0051289 GO:0051873 GO:0061844 GO:1905710 GO:0019731 GO:0002227 GO:0051673 GO:0071222
AIMP1,GO:0001525 GO:0001937 GO:0006412 GO:0006915 GO:0006954 GO:0007165 GO:0007267 GO:0050900 GO:0070094
TXLNG,GO:0007049 GO:0010564 GO:0030500 GO:0051726
DPH2,GO:0017183
TRIB2,GO:0006469 GO:0032436 GO:0032693 GO:0043405 GO:0045599
EGFLAM,GO:0010811 GO:0019800 GO:0030198
USP53,GO:0001508 GO:0008150 GO:0016579 GO:1904019 GO:1905584 GO:0010996 GO:0007605
GJB7,GO:0055085 GO:0007267
TRPM6,GO:0006468 GO:0009636 GO:0051262 GO:0070588 GO:0098655
EPB41L2,GO:0007049 GO:0030866 GO:0051301 GO:1904778 GO:0031032
MIGA2,GO:0008053 GO:0060348
GPR88,GO:0007186 GO:0007626 GO:0019228 GO:0050885 GO:0061743 GO:0071482 GO:0007602
RIOK1,GO:0016310 GO:0030490 GO:0042274 GO:2000234
ANK2,GO:0002027 GO:0003283 GO:0006874 GO:0006897 GO:0007010 GO:0008104 GO:0010628 GO:0010881 GO:0010882 GO:0015031 GO:0030913 GO:0031647 GO:0033292 GO:0033365 GO:0034394 GO:0036309 GO:0036371 GO:0043268 GO:0050821 GO:0051279 GO:0051597 GO:0051924 GO:0051928 GO:0055117 GO:0060307 GO:0070296 GO:0070972 GO:0072659 GO:0086004 GO:0086005 GO:0086014 GO:0086015 GO:0086046 GO:0086066 GO:0086070 GO:0086091 GO:0098907 GO:0098910 GO:1901018 GO:1901019 GO:1901021 GO:2001259
APTX,GO:0000012 GO:0006266 GO:0031647
RRP7A,GO:0001825 GO:0006364 GO:0042254 GO:0042274 GO:0061523 GO:1902570 GO:0000028
AXIN1,GO:0000209 GO:0001701 GO:0001934 GO:0006913 GO:0006915 GO:0007605 GO:0009950 GO:0010629 GO:0010800 GO:0030511 GO:0031122 GO:0031398 GO:0032147 GO:0033138 GO:0034244 GO:0036342 GO:0043161 GO:0043507 GO:0045599 GO:0045732 GO:0045893 GO:0046330 GO:0048320 GO:0051248 GO:0051443 GO:0060070 GO:0060322 GO:0065003 GO:0071514 GO:0090090 GO:2000060 GO:0032436 GO:0045860 GO:0048468
CIPC,GO:0042754 GO:0045892 GO:0048511
CARTPT,GO:0043410 GO:0045860 GO:0001678 GO:0007165 GO:0007186 GO:0007218 GO:0007267 GO:0007268 GO:0008343 GO:0009267 GO:0032099 GO:0032812 GO:0032922 GO:0045671 GO:0045777 GO:0045779 GO:0050796 GO:0051971 GO:0070093 GO:0070253
METTL13,GO:0000122 GO:0032259 GO:1902807
RAB23,GO:0000045 GO:0006968 GO:0042308 GO:0046039 GO:0060271 GO:0097094 GO:0006886
IQUB,GO:0007224 GO:0060271
ARHGEF4,GO:0030032 GO:0035556 GO:0046847 GO:0051056
METTL1,GO:0006400 GO:0036416 GO:0106004 GO:0030488 GO:0036265
DPPA2,GO:0048731
STARD3NL,GO:0099044 GO:0030301
TM2D1,GO:0007186 GO:0097190
ZKSCAN2,GO:0008150 GO:0006357
SH2D7,
SYT3,GO:0030154 GO:1903861 GO:0071277 GO:0014059 GO:0017156 GO:0017158
SLC25A17,GO:0001561 GO:0006635 GO:0015866 GO:0015867 GO:0015908 GO:0035349 GO:0035350 GO:0035352 GO:0080121 GO:0006810
OR10AG1,GO:0007186 GO:0050911
ENG,GO:0001569 GO:0001570 GO:0001934 GO:0001947 GO:0003148 GO:0003198 GO:0003203 GO:0003208 GO:0003209 GO:0003222 GO:0003273 GO:0006355 GO:0007155 GO:0007179 GO:0009410 GO:0010628 GO:0010629 GO:0010862 GO:0017015 GO:0022009 GO:0030336 GO:0030509 GO:0030513 GO:0031953 GO:0031960 GO:0032967 GO:0035912 GO:0045766 GO:0045944 GO:0048745 GO:0048844 GO:0048845 GO:0051897 GO:0055009 GO:0060348 GO:0070278 GO:0071260 GO:0097084 GO:1905007 GO:1905065 GO:1905222
UAP1L1,GO:0006048
HIF1AN,GO:0043433 GO:0045663 GO:0045746 GO:2001214
ZNF615,GO:0045944
DAOA,GO:0043085 GO:1900758
KLF12,GO:0000122 GO:0006357
EGLN3,GO:0001666 GO:0006915 GO:0006919 GO:0006974 GO:0018126 GO:0018401 GO:0042127 GO:0043523 GO:0071456
TBX21,GO:0000122 GO:0002296 GO:0009615 GO:0032703 GO:0043161 GO:0045580 GO:0045892 GO:0045893 GO:0045944 GO:0048304 GO:0071310 GO:0072676 GO:2000320 GO:2000329 GO:2000552 GO:2000556 GO:0006357 GO:0001708
DCLRE1A,GO:0007049 GO:0051301 GO:0006303 GO:0036297
ZNF132,GO:0006355
NRL,GO:0007601 GO:0010628 GO:0045944 GO:0046548 GO:0050896 GO:0006357
GCDH,GO:0006568 GO:0033539 GO:0046949
ARIH2,GO:0000209 GO:0006511 GO:0016567 GO:0048588 GO:0070534 GO:0070936 GO:0071425 GO:1903955 GO:0032436
PLSCR1,GO:0006659 GO:0006915 GO:0006953 GO:0010288 GO:0010628 GO:0017121 GO:0030168 GO:0033003 GO:0035456 GO:0045071 GO:0045089 GO:0045944 GO:0046718 GO:0050765 GO:0051607 GO:0060368 GO:0070782 GO:1905820 GO:2000373
NIFK,GO:0009303 GO:0016072 GO:0065003 GO:0000463
USP43,GO:0006511 GO:0016579 GO:0019985
NDUFAF6,GO:0009058 GO:0032981
FBXO34,
KNSTRN,GO:0000070 GO:0000226 GO:0007051 GO:0007059 GO:0016477 GO:0051301 GO:0051988 GO:0071364
KIF23,GO:0000022 GO:0000281 GO:0032467 GO:0051256 GO:0007018
HTR3D,GO:0007210 GO:0098662 GO:0042391 GO:0050877 GO:0007165 GO:0034220 GO:0007268
DEFB124,GO:0042742 GO:0045087 GO:0071651 GO:0071224 GO:0090026 GO:0007249
TRIM16L,
ELAPOR1,GO:0000045 GO:0009267 GO:0044090 GO:2000786
PTN,GO:0002232 GO:0002690 GO:0007185 GO:0007229 GO:0007399 GO:0007406 GO:0007612 GO:0007613 GO:0008284 GO:0010594 GO:0010976 GO:0010996 GO:0030282 GO:0030501 GO:0031104 GO:0031641 GO:0042246 GO:0043113 GO:0043932 GO:0044849 GO:0045778 GO:0046697 GO:0048167 GO:0048477 GO:0048680 GO:0048714 GO:0051781 GO:0140059 GO:1900006 GO:1900272 GO:1903706 GO:2000036 GO:2000347 GO:2000738
CDH9,GO:0007156 GO:0007416 GO:0098609 GO:0099560 GO:0007043 GO:0000902 GO:0007275 GO:0034332 GO:0044331 GO:0016339
BAG3,GO:0098840 GO:0008625 GO:0000045 GO:0006457 GO:0007420 GO:0010658 GO:0010664 GO:0021510 GO:0034605 GO:0034620 GO:0042307 GO:0043066 GO:0046716 GO:0046827 GO:0050821 GO:0061684 GO:0070842 GO:0071260 GO:0097192 GO:0097201 GO:1903215 GO:1905337
TMEM116,GO:0008150
MATN2,GO:0008150 GO:0030198
IYD,GO:0006570 GO:0042403
EOGT,GO:0006493 GO:0097370
AMHR2,GO:0001880 GO:0007179 GO:0007548 GO:0008584 GO:0008585 GO:0060389 GO:1990262 GO:0001568 GO:0071363 GO:0030509 GO:0006468
PCDHA8,GO:0007156 GO:0007399 GO:0007155
SAMD9,GO:0034058 GO:0045087
HTR1D,GO:0007193 GO:0014827 GO:0040012 GO:0042310 GO:0050795 GO:0007268 GO:0007198 GO:0007187
OR1S2,GO:0007186 GO:0050911 GO:0007165
TBX20,GO:0030513 GO:0000122 GO:0001569 GO:0001706 GO:0001947 GO:0003143 GO:0003148 GO:0003171 GO:0003175 GO:0003180 GO:0003193 GO:0003203 GO:0003207 GO:0003215 GO:0003272 GO:0003279 GO:0003344 GO:0006936 GO:0008015 GO:0008283 GO:0009953 GO:0010718 GO:0010991 GO:0014031 GO:0021524 GO:0035922 GO:0036302 GO:0036306 GO:0045892 GO:0045944 GO:0048370 GO:0055008 GO:0060045 GO:0060413 GO:0060577 GO:0097475 GO:0001570 GO:0006357 GO:0001708
IGKV6-21,GO:0002250 GO:0006955 GO:0002377
WBP2NL,GO:0007343 GO:0035039 GO:0051321 GO:0045893
APOH,GO:0001937 GO:0006641 GO:0007597 GO:0010596 GO:0016525 GO:0030194 GO:0030195 GO:0031639 GO:0033033 GO:0034197 GO:0034392 GO:0051006 GO:0051917 GO:0051918
SLC26A9,GO:0006811 GO:0006820 GO:0006821 GO:0010628 GO:0015701 GO:0019532 GO:1902358 GO:1902476
ZWILCH,GO:0007094 GO:0034501 GO:0051301
DRC1,GO:0007368 GO:0007507 GO:0060285 GO:0070286 GO:0003352
ZNFX1,GO:0002218 GO:0042742 GO:0045071 GO:0045087 GO:0051607 GO:0031048
TTLL9,GO:0030317 GO:0018095 GO:0000226
PNKD,GO:0019243 GO:0032225 GO:0042053 GO:0046929 GO:0050884
EPHB1,GO:0001525 GO:0001771 GO:0007411 GO:0014719 GO:0021631 GO:0021934 GO:0021952 GO:0022008 GO:0030010 GO:0031290 GO:0031589 GO:0046328 GO:0046777 GO:0048013 GO:0048593 GO:0050804 GO:0050965 GO:0051965 GO:0060326 GO:0060996 GO:0060997 GO:0061351 GO:0070372 GO:1902723 GO:1902725 GO:0006468
EDIL3,GO:0007155 GO:0010811
SLC1A7,GO:0001504 GO:0006811 GO:0006835 GO:0006836 GO:0015804 GO:0015813 GO:0060079 GO:1902476
ROCK1,GO:0001837 GO:0003180 GO:0003383 GO:0006468 GO:0006939 GO:0007159 GO:0007165 GO:0007249 GO:0007266 GO:0010506 GO:0010508 GO:0010613 GO:0010628 GO:0010922 GO:0016525 GO:0018105 GO:0022614 GO:0030036 GO:0030155 GO:0030334 GO:0030866 GO:0031175 GO:0032060 GO:0032091 GO:0032956 GO:0035306 GO:0035509 GO:0042326 GO:0043410 GO:0045616 GO:0045664 GO:0050900 GO:0050901 GO:0051045 GO:0051451 GO:0051492 GO:0051893 GO:0051894 GO:0061157 GO:0070168 GO:0070507 GO:0071559 GO:0072659 GO:0090128 GO:0090521 GO:0097049 GO:0097746 GO:0110061 GO:0140058 GO:1900223 GO:1900242 GO:1902003 GO:1902430 GO:1902992 GO:1903140 GO:1903347 GO:1905205 GO:1990776 GO:2000114 GO:2000145 GO:2000672 GO:0018107 GO:1901888 GO:0048598 GO:0000281 GO:0031032
EIF3M,GO:0001732 GO:0006413 GO:0002183
HNRNPR,GO:0000398 GO:0006397
RHPN2,GO:0051497 GO:0003094 GO:0007165
OR2T35,GO:0007186 GO:0050911
CKLF,GO:0007165 GO:0030593 GO:0032940 GO:0048246 GO:0048247
RDH11,GO:0042574 GO:0001523 GO:0007601 GO:0016062 GO:0042572 GO:0110095
KCNH6,GO:0034765 GO:0060307 GO:0071805 GO:0086011 GO:0086091
IGHV1-58,GO:0002250
TUFT1,GO:0030282 GO:0042476 GO:0035556
NFS1,GO:0006777 GO:0016226 GO:0018283 GO:0044571 GO:0044572
PLK2,GO:0000082 GO:0002862 GO:0006468 GO:0006977 GO:0007052 GO:0007265 GO:0007613 GO:0010508 GO:0016525 GO:0018105 GO:0032486 GO:0043066 GO:0043123 GO:0045732 GO:0046599 GO:0048167 GO:0060291 GO:0060292 GO:0071866 GO:0090050 GO:2000773
ZNF791,GO:0006357
HDAC7,GO:0000122 GO:0001570 GO:0006338 GO:0006476 GO:0007043 GO:0016575 GO:0016925 GO:0032703 GO:0045668 GO:0090050 GO:1901223
SLC23A1,GO:0006814 GO:0007420 GO:0009636 GO:0015851 GO:0015882 GO:0019852 GO:0030324 GO:0035725 GO:0070837
TLR7,GO:0001932 GO:0006954 GO:0007249 GO:0007252 GO:0007254 GO:0032722 GO:0032727 GO:0032728 GO:0032729 GO:0032757 GO:0045087 GO:0045944 GO:0050729 GO:0051607 GO:0060907 GO:0070305 GO:0071260 GO:0098586 GO:1901224 GO:0034154 GO:0002224 GO:0032755
WAC,GO:0006338 GO:0006974 GO:0016239 GO:0031571 GO:0032435 GO:0045893 GO:1904263 GO:0010506 GO:0010390
STK24,GO:0006468 GO:0007165 GO:0008631 GO:0009267 GO:0030336 GO:0042542 GO:0046777 GO:0048679 GO:0048680 GO:0097194
CFL2,GO:0007519 GO:0030042 GO:0030836 GO:0045214 GO:0046716 GO:0030043 GO:0051014
FBXO2,GO:0006508 GO:0006516 GO:0016567 GO:0031146 GO:0031396 GO:0036211 GO:0099576 GO:0030433
TRMT10B,GO:0045039 GO:0002939
C5ORF22,
ANTKMT,GO:0006338 GO:0018023 GO:1905706 GO:1905273
RAB38,GO:0007005 GO:0007264 GO:0015031 GO:0016192 GO:0035646 GO:0048023 GO:0060155 GO:0072657 GO:0090383 GO:1903232 GO:1904377 GO:2001247 GO:0006886 GO:0032438
SCNN1G,GO:0006814 GO:0006883 GO:0008217 GO:0035725 GO:0050891 GO:0050914 GO:0050915 GO:0055078 GO:0071468 GO:0098719 GO:1904045 GO:1904117
TLDC2,GO:0006979
UBR2,GO:0007131 GO:0007140 GO:0007141 GO:0007283 GO:0010526 GO:0031507 GO:0032007 GO:0071233 GO:0033522 GO:0071596
ABCA6,GO:0055085 GO:0006869
STAC3,GO:0003009 GO:0007274 GO:0048741 GO:1901387 GO:1903078
BVES,GO:0001921 GO:0002027 GO:0002244 GO:0002931 GO:0007507 GO:0007517 GO:0007519 GO:0008360 GO:0016192 GO:0034446 GO:0040017 GO:0043087 GO:0048278 GO:0060931 GO:0060973 GO:0090136 GO:2001135 GO:0051146 GO:0042391
EIF2B1,GO:0006413 GO:0009408 GO:0009749 GO:0014003 GO:0043434 GO:0050852
CCR9,GO:0002305 GO:0006935 GO:0006968 GO:0007186 GO:0007204 GO:0070098 GO:0006955
DHX58,GO:0002753 GO:0009615 GO:0009617 GO:0032480 GO:0032481 GO:0039534 GO:0039536 GO:0045088 GO:0045824 GO:1900245 GO:1900246 GO:0140374
ATL2,GO:0007029 GO:0007030 GO:0051260 GO:1990809
KANSL2,GO:0006325 GO:0043981 GO:0043982 GO:0043984 GO:0045893 GO:0051571 GO:1900095
LRRN3,GO:0051965
HGSNAT,GO:0007041 GO:0030200 GO:0051259
CELF3,GO:0000381 GO:0007283 GO:0008380 GO:0030317 GO:0030575 GO:0048026 GO:0098781 GO:0006376
CRLF2,GO:0008284 GO:0019221 GO:0032754 GO:0033005 GO:1904894
PCDHA7,GO:0007156 GO:0007399 GO:0009988 GO:0007155
PRPSAP1,GO:0006139 GO:0006164 GO:0006015
PCDH9,GO:0007156 GO:0007155
PLEKHG4,GO:0051056 GO:0007411
SOX3,GO:0007417 GO:0007423 GO:0007530 GO:0021854 GO:0021983 GO:0045665 GO:0060324 GO:0000122 GO:0030154 GO:0009653 GO:0045944
CYP2C18,GO:0006805 GO:0042572 GO:0042573 GO:0043651 GO:0019373
PKNOX2,GO:0006357
PCDHA9,GO:0007156 GO:0007399 GO:0007155
P3H3,GO:0008285 GO:0017185 GO:0032964 GO:0032963
TAF1C,GO:0001188 GO:0006360 GO:0006361 GO:0006366
C1S,GO:0006508 GO:0006958 GO:0045087
DNAH3,GO:0007018 GO:0060285
MRTFA,GO:0030036 GO:0044319 GO:0045944 GO:0051145 GO:1902895
SAA2,GO:0006953
ZNF329,
SUOX,GO:0006790
EMC10,GO:0001525 GO:0001938 GO:0010595 GO:0045050 GO:0045766 GO:0071816
ZNF32,GO:0006357
BCL3,GO:0042771 GO:0002268 GO:0002315 GO:0002455 GO:0002467 GO:0006606 GO:0006974 GO:0007249 GO:0009615 GO:0010225 GO:0019730 GO:0030198 GO:0030330 GO:0032088 GO:0032717 GO:0032720 GO:0032729 GO:0032733 GO:0042088 GO:0042742 GO:0042832 GO:0042981 GO:0043066 GO:0045064 GO:0045727 GO:0045892 GO:0045893 GO:0046426 GO:0048536 GO:0051101 GO:0070231 GO:0070233 GO:1901222 GO:0045944
AGTRAP,GO:0001666 GO:0038166 GO:0008217
SLC44A3,GO:0006656 GO:0015871 GO:0055085
SFR1,GO:0000724 GO:0045893 GO:0071391
TRAV12-3,GO:0002250
CAST,GO:0097340 GO:1990709 GO:2000675
MYBL1,GO:0007141 GO:0007283 GO:0010529 GO:0030154 GO:0045893 GO:0045944 GO:0140543 GO:0000278
F2RL2,GO:0007596 GO:0009611 GO:0030168 GO:0032024 GO:0070493 GO:0099105 GO:1990806 GO:0035025 GO:0051482
LIF,GO:0008284 GO:0033138 GO:0043410 GO:0045651 GO:0045944 GO:0046888 GO:0050731 GO:0001974 GO:0006955 GO:0007260 GO:0007566 GO:0008285 GO:0010628 GO:0030225 GO:0033141 GO:0033630 GO:0035019 GO:0042531 GO:0045835 GO:0046697 GO:0048144 GO:0048146 GO:0048286 GO:0048644 GO:0048666 GO:0048711 GO:0048861 GO:0048863 GO:0060426 GO:0060463 GO:0060707 GO:0070373 GO:0072108 GO:0072307 GO:0140013 GO:1900182 GO:1903025 GO:0045595
YWHAE,GO:0000165 GO:0001764 GO:0003064 GO:0006605 GO:0021762 GO:0021766 GO:0021987 GO:0034504 GO:0034605 GO:0035556 GO:0046827 GO:0051480 GO:0060306 GO:0086013 GO:0086091 GO:1901016 GO:1901020 GO:1902309 GO:1905913 GO:0007346 GO:0007165
SNRPA,GO:0000398 GO:1900363
LYPLA2,GO:0002084 GO:0006631 GO:0007411 GO:0046464 GO:1905344
CSF1R,GO:0010759 GO:0120041 GO:0001934 GO:0002931 GO:0006954 GO:0007165 GO:0007169 GO:0007411 GO:0008283 GO:0008284 GO:0008285 GO:0008360 GO:0018108 GO:0019221 GO:0021772 GO:0021879 GO:0030097 GO:0030224 GO:0030225 GO:0030316 GO:0030335 GO:0031529 GO:0032722 GO:0036006 GO:0038145 GO:0042531 GO:0043066 GO:0044794 GO:0045087 GO:0045124 GO:0045217 GO:0046488 GO:0046777 GO:0048015 GO:0060603 GO:0061098 GO:0061518 GO:0070374 GO:0071345 GO:0071902 GO:2000147 GO:2000249 GO:0033674 GO:0007275 GO:0043408
RALBP1,GO:0001934 GO:0006935 GO:0007264 GO:0032489 GO:0043087 GO:0043547 GO:0051056 GO:0055085 GO:0090141 GO:1900753 GO:1990961 GO:0006897
WDSUB1,GO:0016567
TMEM63B,GO:0098655
TRIM3,GO:0007399 GO:0015031 GO:0034141 GO:0070534 GO:0017148 GO:0000209 GO:0043161
SRGAP2,GO:0003363 GO:0007165 GO:0021816 GO:0034446 GO:0043547 GO:0046847 GO:0048812 GO:0051014 GO:0051056 GO:0060996 GO:1904861 GO:1904862 GO:2001223 GO:0030336
SPDYE3,GO:0045737
BCO2,GO:0016116 GO:0016119 GO:0016121 GO:0016124 GO:0042573 GO:0042574 GO:0051881 GO:0062172 GO:1901176 GO:1901826 GO:2000377
PBXIP1,GO:0002532 GO:0007155 GO:0016477 GO:0022617 GO:0030097 GO:0030177 GO:0045892 GO:0045893 GO:0061975 GO:1901148 GO:1902732
PTCH2,GO:0001558 GO:0001709 GO:0009957 GO:0042633 GO:0043588 GO:0045606 GO:0045879
ZNF280B,GO:0006357 GO:0006355
ZNF264,GO:0006355
IGHV7-81,GO:0002250
LTB,GO:0006955 GO:0007165 GO:0007267 GO:0010467 GO:0032735 GO:0043588 GO:0048535 GO:2001238 GO:0043123
CDH23,GO:0007605 GO:0006816 GO:0007156 GO:0007601 GO:0007626 GO:0016339 GO:0045494 GO:0048563 GO:0050896 GO:0050953 GO:0050957 GO:0051480 GO:0060088 GO:0098742
WDR82,GO:0006353 GO:0032785 GO:0051568 GO:0071027 GO:0110064 GO:0140744
PRKD3,GO:0006468 GO:0007205 GO:0030148 GO:0089700
FLT1,GO:0001525 GO:0002548 GO:0008284 GO:0010863 GO:0014068 GO:0016477 GO:0018108 GO:0030154 GO:0030335 GO:0035924 GO:0036323 GO:0038084 GO:0043406 GO:0043410 GO:0043552 GO:0045766 GO:0046777 GO:0048010 GO:0048514 GO:0048598 GO:1905563 GO:1990384 GO:0007169 GO:0007275 GO:0033674
TPRG1,
ITGAV,GO:1905598 GO:0001525 GO:0001570 GO:0007155 GO:0007160 GO:0007204 GO:0007229 GO:0008284 GO:0010745 GO:0010888 GO:0016477 GO:0030335 GO:0031589 GO:0032369 GO:0033627 GO:0033690 GO:0034113 GO:0034446 GO:0035987 GO:0038027 GO:0043277 GO:0045785 GO:0046718 GO:0050748 GO:0050764 GO:0050919 GO:0051057 GO:0070371 GO:0070588 GO:0071604 GO:0085017 GO:0097192 GO:1901388 GO:1902533 GO:2000536 GO:2001237 GO:0098609
S1PR2,GO:0007186 GO:0003376 GO:0008284 GO:0010800 GO:0014912 GO:0031532 GO:0046847 GO:0060079 GO:0090394 GO:1903142 GO:1904706
AAMP,GO:0001525 GO:0010595 GO:0014909 GO:0030154
ZSCAN2,GO:0007283 GO:0030154 GO:0000122
MED15,GO:0032968 GO:0035019 GO:0051123 GO:0060261
METAP1,GO:0006417 GO:0018206 GO:0031365 GO:0035551 GO:0070527
CATSPERG,GO:0007283 GO:0030154
NOD1,GO:0006919 GO:0043123 GO:0043280 GO:0002221 GO:0002606 GO:0006915 GO:0006952 GO:0006954 GO:0007165 GO:0007249 GO:0007254 GO:0009595 GO:0010942 GO:0016045 GO:0032731 GO:0032755 GO:0032757 GO:0032760 GO:0035556 GO:0042742 GO:0042981 GO:0045087 GO:0046330 GO:0050830 GO:0051000 GO:0051092 GO:0060907 GO:0070371 GO:0070374 GO:0071225 GO:0098792 GO:1901224 GO:1904417
NLRP14,GO:0007283 GO:0030154 GO:0050727
TAS2R39,GO:0001580 GO:0007186
CENPB,
RRP1B,GO:0006364 GO:0006397 GO:0006915 GO:0008380 GO:0034260 GO:0043065 GO:0043484 GO:0043923 GO:0045944 GO:0098586
IL1R1,GO:0006954 GO:0006955 GO:0007166 GO:0032729 GO:0070498 GO:0070555 GO:2000391 GO:2000556 GO:2000661 GO:0050727
SLC6A9,GO:1904782 GO:0006836 GO:0015816 GO:0046985 GO:0060092 GO:0070455 GO:0150104 GO:1903804 GO:0060012 GO:0035725
INPP4A,GO:0006661 GO:0007165 GO:0036092 GO:0043647
MAGEB18,GO:0000122
LLGL1,GO:0006887 GO:0006893 GO:0007409 GO:0030866 GO:0045197 GO:0065003 GO:0008593 GO:0051294 GO:0032878 GO:0050708
SLC51A,GO:0015721 GO:0032782 GO:0055085
CCDC71L,
CT45A5,
SLC17A6,GO:0006811 GO:0006817 GO:0015813 GO:0035725 GO:0044341 GO:0051938 GO:0055062 GO:0071805 GO:0098700 GO:1902476 GO:1902600 GO:1990384 GO:0035249 GO:0050803 GO:0006820
MBTPS2,GO:0008203 GO:0030968 GO:0031293 GO:0034976 GO:0036500 GO:0045540 GO:0051091 GO:0051604 GO:0070977 GO:1990440 GO:1905897
RNF139,GO:0008285 GO:0016567 GO:0017148 GO:0031648 GO:0036503 GO:0060628 GO:0070613 GO:1904380 GO:2000060
ZC3H14,GO:0043488 GO:1900364
BRD9,GO:0006338 GO:0006357 GO:0008150 GO:0008284 GO:0045596 GO:1902459
MTF1,GO:0006351 GO:0006357 GO:0006979 GO:0010038 GO:0045944 GO:0046686 GO:0071294 GO:1990079 GO:0007417
BANF1,GO:0006325 GO:0006979 GO:0007084 GO:0009615 GO:0010836 GO:0015074 GO:0032480 GO:0045071 GO:0045824
ACSS1,GO:0006069 GO:0006085 GO:0019413 GO:0019427 GO:0019542
SCIN,GO:0008285 GO:0017156 GO:0032330 GO:0042989 GO:0043065 GO:0045010 GO:0045654 GO:0051014 GO:0051047 GO:0051127 GO:0051693 GO:0008154 GO:0051016 GO:0030031 GO:0007417
PRPF4,GO:0000375 GO:0000398 GO:0006396 GO:0008380
AKR1C8,
SEC23A,GO:0006886 GO:0072659 GO:0090110
PWWP2B,GO:0006338 GO:0032968 GO:0120161
PSTPIP2,GO:0030041
CD300LG,GO:0002376
CCDC112,
TSPAN16,
OR51G2,GO:0007186 GO:0050911
ZNF546,GO:0006355
RGS22,GO:0009968
KBTBD8,GO:0006417 GO:0006513 GO:0014029 GO:0014032
PRMT7,GO:0000387 GO:0006349 GO:0018216 GO:0030154 GO:0043393
RSPO1,GO:0001934 GO:0002090 GO:0016055 GO:0030177 GO:0090263
C2ORF76,
PLA2G4E,GO:0036149 GO:0070292 GO:2001137 GO:0046475
PROKR2,GO:0007218 GO:0007186 GO:0007623
PUF60,GO:0006915 GO:0006376 GO:0000381 GO:0000380
ACVR1B,GO:0000082 GO:0001701 GO:0001942 GO:0006355 GO:0006468 GO:0007165 GO:0007178 GO:0010628 GO:0010629 GO:0018107 GO:0030308 GO:0032924 GO:0032927 GO:0038092 GO:0045648 GO:0046777 GO:0097191 GO:1901165 GO:0007399 GO:0071363
NOTCH2NLA,GO:0007219 GO:0021987 GO:0030154 GO:0045747
TOMM70,GO:0002218 GO:0002230 GO:0006626 GO:0030150 GO:0032728 GO:0042981 GO:0045039 GO:0045040 GO:0061052 GO:0097068 GO:0098586 GO:1904591
KIAA1586,GO:0016925
TRAV24,GO:0002250 GO:0009617
CREG1,GO:0006357 GO:0006897 GO:0006914 GO:0007042 GO:0045892
KLHL23,
ZNF688,GO:0006355 GO:0008150
E2F8,GO:0000122 GO:0001890 GO:0002040 GO:0032466 GO:0032877 GO:0033301 GO:0045944 GO:0048144 GO:0060707 GO:0060718 GO:0070365 GO:0006357
KLF15,GO:0001678 GO:0010001 GO:0014898 GO:0030111 GO:0032868 GO:0045944 GO:0046326 GO:0072112 GO:1901653 GO:2000757 GO:0006357
IL4,GO:0008284 GO:0030335 GO:0000122 GO:0006955 GO:0008203 GO:0010628 GO:0010633 GO:0016239 GO:0030183 GO:0030890 GO:0032720 GO:0032733 GO:0032736 GO:0035771 GO:0042092 GO:0042102 GO:0042110 GO:0042116 GO:0042325 GO:0042531 GO:0042976 GO:0043011 GO:0043066 GO:0045191 GO:0045348 GO:0045582 GO:0045671 GO:0045892 GO:0045893 GO:0045944 GO:0048260 GO:0048295 GO:0048304 GO:0050728 GO:0050776 GO:0097028 GO:0120162 GO:0150076 GO:0150079 GO:1900223 GO:1901857 GO:1903660 GO:1903845 GO:2000352 GO:2000553 GO:2001171 GO:0071677 GO:0045064 GO:2000320 GO:0002677 GO:0043306 GO:0002227 GO:0043031 GO:1901741 GO:0002230 GO:0002674 GO:2000424 GO:2001237 GO:0001774 GO:0097192 GO:0031296
CAVIN1,GO:0006361 GO:0006363 GO:0009303 GO:0009306 GO:2000147
PSMB10,GO:0000902 GO:0006959 GO:0042098 GO:0051603
FAM47E-STBD1,
LPAR5,GO:0007186 GO:0008150 GO:0032793 GO:0048266
MYPOP,GO:0000122 GO:0006357
RIT2,GO:0001932 GO:0007189 GO:0007264 GO:0007265 GO:0007268 GO:0010976 GO:0010977 GO:0030100 GO:0032489 GO:0032507 GO:0035556 GO:0043410 GO:0045944 GO:0050848
SCGB1D1,
PRND,GO:0007340 GO:0051260 GO:0006878
